school_name,Student ID,student_name,gender,grade,reading_score,math_score,School ID,type,size,budget,reading_pass_flag,math_pass_flag,pass_overall_flag,Spending,Spending Category
Figueroa High School,5370,Javier Francis,M,12th,64,63,1,District,2949,1884411,0,0,0,639.0,$630-644
Figueroa High School,5371,Jeffrey Rubio,M,12th,69,55,1,District,2949,1884411,0,0,0,639.0,$630-644
Figueroa High School,5372,Samantha Kim,F,10th,90,82,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5373,Drew Anderson,M,9th,99,65,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5374,Ryan Simpson,M,11th,79,57,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5375,Raymond Torres,M,11th,80,98,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5376,Alexis Dominguez,F,12th,87,61,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5377,Jerry Fuentes,M,10th,78,75,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5378,Debra Johnson,F,10th,86,60,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5379,Jennifer Anderson,F,9th,80,89,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5380,Eric Giles,M,9th,96,86,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5381,Colleen Johnson,F,9th,79,78,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5382,Allison Washington,F,10th,93,71,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5383,Felicia Gamble,F,10th,83,62,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5384,Stephanie Vaughn,F,9th,73,83,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5385,James Warner,M,10th,73,87,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5386,Amanda Gill,F,10th,64,98,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5387,Debra Barrett,F,10th,67,77,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5388,Valerie Stone,F,10th,65,81,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5389,Shawn Harris,M,9th,70,70,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5390,Candace Garcia,F,12th,74,95,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5391,Michael Thomas,M,12th,66,55,1,District,2949,1884411,0,0,0,639.0,$630-644
Figueroa High School,5392,Daniel Gilbert,M,10th,67,61,1,District,2949,1884411,0,0,0,639.0,$630-644
Figueroa High School,5393,Brandy Hoffman,F,12th,92,60,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5394,Bryan Lopez,M,10th,93,77,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5395,Clayton Coleman,M,9th,93,80,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5396,Nicholas Jones,M,11th,78,95,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5397,Joseph Maxwell,M,12th,69,96,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5398,Sierra Smith,F,9th,86,97,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5399,Penny Johnston,F,10th,78,91,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5400,Jessica Reed,F,10th,99,57,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5401,James Mason,M,10th,87,57,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5402,Gregory Lester,M,12th,92,65,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5403,Dana Wood,F,11th,67,88,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5404,Jonathan Gibson,M,11th,69,79,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5405,Fred Turner,M,9th,80,59,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5406,Tyler Harrison,M,10th,97,94,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5407,Kevin Jackson,M,11th,92,99,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5408,Teresa Morgan,F,12th,86,64,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5409,Jonathan Collier,M,12th,67,56,1,District,2949,1884411,0,0,0,639.0,$630-644
Figueroa High School,5410,Ian Thompson,M,9th,80,92,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5411,Alexandra Rodriguez,F,11th,99,55,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5412,Valerie Jacobs,F,10th,63,77,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5413,Jeff Warren,M,11th,95,88,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5414,Emily Andrews MD,F,11th,98,69,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5415,Jessica Gonzalez,F,9th,82,57,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5416,Cassandra Perez,F,10th,84,77,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5417,Ryan Lee,M,11th,93,81,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5418,Sabrina Navarro,F,11th,71,61,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5419,Debbie Campbell,F,9th,95,83,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5420,Janet Martin,F,9th,91,67,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5421,Heather Allen,F,10th,92,61,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5422,Melissa Beck,F,12th,96,70,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5423,Shelby Boyer,F,9th,79,62,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5424,Katrina Dalton,F,12th,95,57,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5425,Samantha Ewing,F,12th,93,65,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5426,Angela Murray,F,11th,87,57,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5427,Lisa Smith,F,9th,90,64,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5428,James Khan,M,10th,70,85,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5429,Diana Martinez,F,12th,83,97,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5430,Richard Williams PhD,M,9th,81,56,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5431,Terri Smith,F,12th,78,79,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5432,Olivia Rogers,F,12th,67,66,1,District,2949,1884411,0,0,0,639.0,$630-644
Figueroa High School,5433,Kelly Smith,F,9th,99,88,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5434,Raymond Reed,M,9th,73,67,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5435,Nicholas Ray,M,11th,87,56,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5436,Karen Willis,F,9th,64,94,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5437,Aaron Kelly,M,9th,82,85,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5438,Jenna Jones,F,9th,90,73,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5439,Linda Kelly,F,10th,66,67,1,District,2949,1884411,0,0,0,639.0,$630-644
Figueroa High School,5440,Danielle Hernandez,F,9th,94,87,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5441,Joshua Phillips,M,10th,80,62,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5442,Sheila Frank,F,9th,63,68,1,District,2949,1884411,0,0,0,639.0,$630-644
Figueroa High School,5443,Gary Martinez,M,10th,91,55,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5444,Andrew Erickson,M,12th,78,58,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5445,Mark Bell,M,11th,73,69,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5446,Cindy Martinez,F,11th,90,70,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5447,Bernard Farrell,M,12th,77,83,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5448,Brian Wilson,M,10th,81,75,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5449,Louis Johnston,M,12th,64,94,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5450,Mr. Michael Baker PhD,M,9th,97,89,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5451,Dr. Robert Taylor,M,11th,73,79,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5452,Timothy Koch,M,9th,72,91,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5453,Angela Fields,F,9th,66,55,1,District,2949,1884411,0,0,0,639.0,$630-644
Figueroa High School,5454,Amy Green,F,10th,98,61,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5455,Erik Martin,M,11th,85,66,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5456,Anthony Curry,M,12th,68,57,1,District,2949,1884411,0,0,0,639.0,$630-644
Figueroa High School,5457,Paul Jones,M,10th,69,70,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5458,Shawn Robinson,M,11th,82,71,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5459,Jimmy Foley,M,10th,93,94,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5460,Jerry Baker,M,11th,83,61,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5461,Karina Allen,F,10th,67,93,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5462,Stephanie Hurst,F,9th,89,83,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5463,Justin Mitchell,M,10th,94,81,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5464,Kimberly Hansen,F,9th,75,58,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5465,Jorge Ramirez,M,12th,73,85,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5466,Joshua Moreno,M,11th,66,70,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5467,Alexis Hubbard,F,9th,70,80,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5468,Paul Larson,M,10th,77,56,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5469,Laura Cobb,F,10th,72,67,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5470,Shirley Wagner,F,12th,76,80,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5471,Christina Valenzuela,F,12th,78,98,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5472,Grace Taylor,F,9th,73,84,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5473,Nancy Wolfe,F,12th,65,68,1,District,2949,1884411,0,0,0,639.0,$630-644
Figueroa High School,5474,Cassandra Schmidt,F,9th,95,63,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5475,James Bowman,M,12th,92,67,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5476,John Hill,M,12th,88,83,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5477,Johnny Russell,M,9th,92,74,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5478,David Estes,M,11th,73,58,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5479,Julia Lewis,F,11th,95,72,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5480,David Burnett,M,12th,67,64,1,District,2949,1884411,0,0,0,639.0,$630-644
Figueroa High School,5481,Kim Phillips,F,11th,88,55,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5482,Cameron Thornton,M,9th,95,72,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5483,Jeffrey Elliott,M,9th,79,93,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5484,Tiffany Huber,F,12th,77,98,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5485,Audrey Berry,F,10th,87,95,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5486,Kevin Stevens,M,9th,91,81,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5487,Matthew Le,M,9th,92,92,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5488,Ronald Guerra,M,9th,96,79,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5489,Jonathan Miller,M,9th,94,91,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5490,Brian Vasquez,M,11th,77,80,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5491,Penny Franco,F,9th,89,73,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5492,Lori Gray,F,11th,79,78,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5493,Jennifer Hawkins,F,10th,92,89,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5494,Patricia Wilson,F,11th,71,63,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5495,April Newman,F,9th,73,61,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5496,Ryan Taylor,M,12th,91,91,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5497,Joshua Patterson,M,12th,67,79,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5498,Tommy Michael,M,9th,97,72,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5499,Christopher Sharp,M,12th,98,57,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5500,Christina Whitney,F,11th,75,67,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5501,Stacey Walker,F,10th,66,64,1,District,2949,1884411,0,0,0,639.0,$630-644
Figueroa High School,5502,Bobby Fox,M,11th,66,97,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5503,Donald Flynn,M,11th,71,84,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5504,Michael Chan,M,12th,68,81,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5505,Erin Porter,F,12th,68,80,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5506,Michael Woodard,M,11th,67,78,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5507,Kathleen Tapia,F,11th,87,82,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5508,Kevin Cox,M,11th,99,94,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5509,Michelle Smith,F,12th,83,58,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5510,Michael Brady,M,9th,91,89,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5511,Emily Ford,F,9th,70,93,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5512,Lisa Cain,F,11th,92,62,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5513,Carol Mason,F,11th,95,81,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5514,Melissa Graham,F,10th,99,67,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5515,Vanessa Haley,F,9th,90,81,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5516,Jessica Becker,F,10th,70,83,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5517,Cody Reilly,M,11th,74,94,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5518,Tracy Walker,F,10th,64,83,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5519,Jamie Hoover,F,9th,73,84,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5520,Shelia Boyd,F,9th,85,92,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5521,Jennifer Alvarez,F,12th,88,73,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5522,Brittany Mendez,F,11th,94,69,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5523,Amber Gardner,F,10th,92,63,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5524,Stephanie Trevino,F,11th,98,57,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5525,Ricky Brown,M,10th,76,84,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5526,Kenneth Smith,M,9th,84,75,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5527,Joseph Kim,M,12th,66,94,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5528,Scott Ford,M,10th,67,85,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5529,Joshua Cordova,M,9th,70,72,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5530,Jose Larson,M,9th,85,86,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5531,Ronnie Le,M,10th,88,92,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5532,Keith Hicks,M,9th,83,97,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5533,Wayne Brown,M,11th,96,70,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5534,Melvin Leon,M,10th,70,92,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5535,Traci Obrien DDS,F,10th,68,92,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5536,Martin Lee,M,9th,90,71,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5537,Douglas Blake,M,9th,64,81,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5538,Michele Freeman,F,12th,87,69,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5539,Isaac Johnson,M,9th,90,67,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5540,Charles Blevins,M,11th,83,78,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5541,Brandy Suarez,F,9th,97,66,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5542,Kyle Allen,M,10th,78,73,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5543,Katrina Best,F,9th,96,61,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5544,Ruth Cox,F,9th,80,82,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5545,Melissa Stanley,F,11th,88,99,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5546,Katelyn Diaz,F,11th,84,73,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5547,Carol Brown,F,10th,96,84,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5548,Edward Conway,M,12th,76,76,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5549,Joshua Paul,M,9th,72,94,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5550,Amanda Edwards,F,9th,80,75,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5551,John Torres,M,9th,80,55,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5552,Richard Roberts,M,10th,96,61,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5553,Joseph Acevedo,M,9th,92,83,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5554,Joseph Perez,M,12th,75,56,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5555,Desiree Hayden,F,10th,90,97,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5556,April Rogers,F,11th,89,96,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5557,John Snyder,M,12th,88,70,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5558,Robert Harris MD,M,11th,87,69,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5559,Daniel Cole,M,9th,72,97,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5560,Bryan Garcia,M,10th,79,57,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5561,Kathleen Price,F,11th,99,83,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5562,Christopher Sloan,M,12th,91,83,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5563,Christopher Green,M,9th,71,89,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5564,Leslie Carson,F,11th,95,75,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5565,Susan Brown,F,11th,67,98,1,District,2949,1884411,0,1,0,639.0,$630-644
Figueroa High School,5566,Amber Macias,F,11th,81,68,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5567,Emily Skinner,F,9th,70,88,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5568,Juan Cruz,M,12th,87,94,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5569,Kimberly Romero,F,11th,80,91,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5570,Andrew Pena,M,12th,87,72,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5571,Jordan Schwartz,M,11th,87,79,1,District,2949,1884411,1,1,1,639.0,$630-644
Figueroa High School,5572,Nicole Bautista,F,11th,63,69,1,District,2949,1884411,0,0,0,639.0,$630-644
Figueroa High School,5573,Rachel Miller,F,9th,76,56,1,District,2949,1884411,1,0,0,639.0,$630-644
Figueroa High School,5574,Gary Martin,M,12th,92,84,1,District,2949,1884411,1,1,1,639.0,$630-644
